HikingClub_photos_0003,Distant View of the Smokies (image number 608),,,1928-1931,1928/1931,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0004,Barn with Peak in the Distance (image number 616),,,1928-1931,1928/1931,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0005,Train Derailment (image number 612),,,1928-1931,1928/1931,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0006,Smoky Mountains Hiking Club in Late Fall or Early Winter (image number 611),,,1928-1931,1928/1931,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0007,View of Chilhowee Mountain from the Smokies (image number 609),,,1928-1931,1928/1931,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0009,Abrams Falls Jan 7-8-1928 (image number 33),,,1/8/1928,1928-01-08,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Abrams Falls,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0010,Abrams Falls Jan 7-8-1928 (image number 34),,,1/8/1928,1928-01-08,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Abrams Falls,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0011,Abrams Falls Jan 7-8-1928 (image number 35),,,1/8/1928,1928-01-08,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Abrams Falls,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0012,Near Abrams Falls Jan 7-8-1928 (image number 62),,,1/8/1928,1928-01-08,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Abrams Falls,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0013,Abrams Falls Jan 7-8-1928 (image number 63),,,1/8/1928,1928-01-08,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Abrams Falls,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0014,Abrams Falls Jan 7-8-1928 (image number 64),,,1/8/1928,1928-01-08,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Abrams Falls,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0015,Sunshine from Mt. Luke Jan 22-1928 (image number 23),,,1/22/1928,1928-01-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,"Sunshine, TN",Mount Luke ,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0016,Looking toward Townsend from Mt. Luke Jan 22-1928 (image number 24),,,1/22/1928,1928-01-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,"Townsend, TN",Mount Luke ,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0017,Rich Mt. from Mt. Luke at Sunshine Jan 22-1928(image number 25),,,1/22/1928,1928-01-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Rich Mountain,Mount Luke ,"Sunshine, TN",Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0018,Club on top of Mt. Luke Jan. 22-1928 (image number 26),,,1/22/1928,1928-01-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Luke,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0019,At Sunshine in Mt. Luke Trip. Flash Light picture Jan 22-1928 (image number 27),,,1/22/1928,1928-01-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,"Sunshine, TN",Mount Luke ,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0020,On way to Mt. Harrison Feb 4-5-1928 (image number 36),,,2/4-5/1928,1928-02-04/1928-02-05,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Harrison,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0022,Club at Uncle Tom's Cabin Feb 4-5-1928 (image number 38),,,2/4-5/1928,1928-02-04/1928-02-05,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Tom Campbell's cabin,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0023,On way to Rocky Spur from Le Conte March 3-4-1928 (image number 81),,,3/3-4/1928,1928-03-03/1928-03-04,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Rocky Spur,Mount Le Conte,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0024,On way to Russells Peach Orchard March 18-1928 (image number 80),,,3/18/1928,1928-03-18,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0025,At Russells Peach Orchard March 18-1928 (image number 79),,"Albert ""Dutch"" Roth center front (in hat)",3/18/1928,1928-03-18,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0026,Neubert Spring instead of Cherokee Bluff on account of Rain May 20-1928 (image number 97),,,5/20/1928,1928-05-20,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Neubert Springs ,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0028,Neubert Spring instead of Cherokee Bluffs May 20-1928 (image number 101),,,5/20/1928,1928-05-20,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Neubert Springs ,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0029,Cave Coves & Thunderhead in Distance on Thunderhead hike June 2-3-1928 (image number 103),,,6/2-3/1928,1928-06-02/1928-06-03,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Cades Cove,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0030,On way to Thunderhead June 2-3-1928 (image number 104),,,6/2-3/1928,1928-06-02/1928-06-03,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Mountain ,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0031,Spend night on way to Thunderhead June 2-3-1928 (image number 105),,"Albert ""Dutch"" Roth first on left in front row",6/2-3/1928,1928-06-02/1928-06-03,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Mountain ,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0032,Cave Cove on way to Thunderhead June 2-3-1928 (image number 106),,,6/2-3/1928,1928-06-02/1928-06-03,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Cades Cove,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0033,Taken on way to Thunderhead June 2-3-1928 (image number 107),,,6/2-3/1928,1928-06-02/1928-06-03,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Mountain ,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0034,On way to Thunderhead June 2-3-1928 (image number 108),,,6/2-3/1928,1928-06-02/1928-06-03,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Mountain ,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0035,Along the trail from Porters Flats to Dry Sluice Gap after a cloudburst July 29-1928 (image number 143),,,7/29/1928,1928-07-29,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Porters Flat,Dry Sluice Gap ,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0036,Along the trail from Porters Flats to Mt. Alexander (or Mt. Collins) after cloudburst July 29-1928 (image number 140),,,7/29/1928,1928-07-29,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Porters Flat ,Mount Kephart,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0037,Sugarland Mt. from Bear Pen Hollow Trail May 18-19-1929 (image number 257),,,5/18-19/1929,1929-05-18/1929-05-19,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Sugarland Mountain,Bearpen Hollow ,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0038,Chimney & Indian Gap Hotel May 18-19-1929 (image number 259),,,5/18-19/1929,1929-05-18/1929-05-19,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Chimney Tops,Indian Gap Hotel,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0039,West Prong Little Pigeon River near Chimneys May 18-19-1929. High Water on account Heavy Rains Reason we did not go to Huggins Hell (image number 261),,,5/18-19/1929,1929-05-18/1929-05-19,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Little Pigeon River,Chimney Tops,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0041,Falls on way to Guyot Aug 31 - Sept 1-2-1929 (image number 339),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Guyot,Ramsey Cascades,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0042,Falls on way to Guyot Aug 31 - Sept 1-2-1929 (image number 340),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Guyot,Ramsey Cascades,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0043,On way to Guyot Aug 31 - Sept 1-2-1929 (image number 342),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Guyot,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0044,"Spending night near Guyot Aug 31 - Sept 1 + 2, 1929 (image number 341)",,"Albert ""Dutch"" Roth in foreground ",8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Guyot,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
